,distance,moving_time,elapsed_time,total_elevation_gain,type,id,achievement_count,kudos_count,comment_count,photo_count,trainer,average_speed,max_speed,average_cadence,average_temp,average_watts,max_watts,weighted_average_watts,kilojoules,average_heartrate,max_heartrate,elev_high,pr_count,total_photo_count,suffer_score,year,month,day,weekday,hour
0,18.3,1.1,1.2,128.0,Ride,6947233958,6,5,0,0,False,7.251,10.116,74.0,33.0,126.1,466.0,130.0,513.6,153.8,167.0,48.6,3,0,126.0,2022,April,7,Thursday,15
1,0.0,0.6,0.6,0.0,Workout,6942582364,0,5,0,0,True,0.0,0.0,,,,,,,148.5,164.0,,0,0,59.0,2022,April,6,Wednesday,18
2,19.3,1.2,1.3,265.7,Ride,6937664224,14,15,0,0,False,7.079,10.754,72.8,20.0,143.8,1428.0,152.0,629.5,151.8,178.0,49.2,8,0,128.0,2022,April,5,Tuesday,15
3,0.0,0.5,0.5,0.0,Workout,6932749848,0,3,0,0,True,0.0,0.0,,,,,,,144.0,164.0,,0,0,34.0,2022,April,4,Monday,19
4,5.0,0.4,0.8,24.9,Ride,6933025280,0,5,0,0,False,5.239,8.42,,,71.2,,,109.3,124.7,145.0,23.6,0,0,10.0,2022,April,4,Monday,18
5,10.2,1.0,1.1,32.2,Ride,6928412920,3,13,1,0,False,4.482,7.596,,,51.8,,,190.4,110.7,129.0,21.7,0,4,12.0,2022,April,3,Sunday,17
6,33.2,2.7,2.8,2260.5,Ride,6922321736,120,20,0,0,False,5.581,13.982,67.3,22.0,124.1,411.0,142.0,1189.0,153.3,187.0,1662.1,16,3,309.0,2022,April,2,Saturday,12
7,0.0,0.5,0.5,0.0,Workout,6917804476,0,3,0,0,True,0.0,0.0,,,,,,,153.2,171.0,,0,0,57.0,2022,April,1,Friday,20
8,14.2,0.9,0.9,160.8,Ride,6913547260,9,9,0,0,False,7.363,11.334,76.2,15.0,136.8,429.0,145.0,424.6,144.6,171.0,-201.4,4,0,67.0,2022,March,31,Thursday,15
9,0.0,1.0,1.0,0.0,WeightTraining,6909605155,0,3,0,0,True,0.0,0.0,,,,,,,123.3,156.0,,0,0,19.0,2022,March,30,Wednesday,17
10,7.3,0.6,0.7,15.4,Ride,6904318309,2,5,0,0,False,5.594,9.852,,,86.8,,,182.1,131.5,148.0,21.7,1,1,21.0,2022,March,29,Tuesday,16
11,0.0,1.2,1.2,0.0,WeightTraining,6898918809,0,5,0,0,True,0.0,0.0,,,,,,,122.4,152.0,,0,0,23.0,2022,March,28,Monday,18
12,25.1,1.7,1.9,1049.9,Ride,6893936573,11,14,0,0,False,6.524,13.456,73.3,16.0,130.9,1044.0,149.0,811.5,148.8,181.0,633.9,5,0,160.0,2022,March,27,Sunday,13
13,12.1,0.7,0.8,144.4,Ride,6888126531,12,12,0,0,False,7.352,12.448,79.8,21.0,143.4,905.0,148.0,378.4,149.7,177.0,66.9,0,0,70.0,2022,March,26,Saturday,15
14,0.0,0.3,0.3,0.0,Workout,6883067397,0,5,0,0,True,0.0,0.0,,,,,,,99.2,120.0,,0,0,3.0,2022,March,25,Friday,20
15,0.0,0.5,0.5,0.0,Workout,6878410847,0,4,0,0,True,0.0,0.0,,,,,,,150.9,170.0,,0,0,49.0,2022,March,24,Thursday,23
16,0.0,0.3,0.3,0.0,Workout,6873134182,0,2,0,0,True,0.0,0.0,,,,,,,102.7,126.0,,0,0,3.0,2022,March,23,Wednesday,22
17,0.0,0.6,0.6,0.0,Workout,6873134137,0,2,0,0,True,0.0,0.0,,,,,,,91.1,129.0,,0,0,5.0,2022,March,23,Wednesday,17
18,20.5,1.3,1.4,259.2,Ride,6867189555,27,18,0,0,False,7.096,12.254,76.2,28.0,138.1,851.0,145.0,643.6,156.8,180.0,51.2,8,0,165.0,2022,March,22,Tuesday,15
19,0.0,0.3,0.3,0.0,Workout,6862178926,0,4,0,0,True,0.0,0.0,,,,,,,100.6,116.0,,0,0,3.0,2022,March,21,Monday,20
20,7.1,0.6,0.9,50.5,Ride,6862178996,1,12,0,0,False,5.274,8.17,,,70.9,,,153.5,114.6,131.0,33.5,0,0,7.0,2022,March,21,Monday,18
21,23.5,1.8,2.0,1387.8,Ride,6856464202,31,15,0,0,False,5.986,15.022,74.9,18.0,133.3,629.0,151.0,843.1,152.9,185.0,1091.9,2,0,197.0,2022,March,20,Sunday,12
22,0.0,0.5,0.5,0.0,Workout,6850595525,0,7,0,0,True,0.0,0.0,,,,,,,150.7,171.0,,0,0,54.0,2022,March,19,Saturday,17
23,4.9,0.4,0.7,21.3,Ride,6851069293,0,6,0,0,False,4.965,11.719,,,64.9,,,103.6,118.2,134.0,21.3,0,0,6.0,2022,March,19,Saturday,17
24,0.0,0.2,0.2,0.0,Workout,6845987500,0,2,0,0,True,0.0,0.0,,,,,,,104.8,122.0,,0,0,1.0,2022,March,19,Saturday,0
25,20.1,1.3,1.4,219.8,Ride,6845315799,17,13,0,0,False,6.686,9.526,75.6,20.0,116.2,431.0,122.0,561.5,139.2,161.0,63.6,7,0,75.0,2022,March,18,Friday,15
26,5.2,0.4,0.5,32.8,Ride,6840843787,2,9,0,0,False,5.674,8.388,,,80.8,,,120.3,131.6,147.0,21.7,1,0,15.0,2022,March,17,Thursday,16
27,0.0,0.2,0.2,0.0,Workout,6836489651,0,3,0,0,True,0.0,0.0,,,,,,,104.6,127.0,,0,0,1.0,2022,March,17,Thursday,1
28,0.0,0.9,0.9,0.0,WeightTraining,6835507083,0,1,0,0,True,0.0,0.0,,,,,,,130.8,156.0,,0,0,26.0,2022,March,16,Wednesday,17
29,3.8,0.6,1.5,15.1,Ride,6836113253,0,9,0,0,False,2.831,4.89,,,27.8,,,60.0,96.5,114.0,14.8,0,0,5.0,2022,March,16,Wednesday,17
30,0.0,0.2,0.2,0.0,Workout,6831351292,0,2,0,0,True,0.0,0.0,,,,,,,109.8,127.0,,0,0,2.0,2022,March,16,Wednesday,1
31,10.7,0.7,0.7,59.1,Ride,6830401516,9,8,0,0,False,7.14,11.416,76.3,16.0,139.0,593.0,139.0,336.9,158.1,176.0,-112.2,3,0,92.0,2022,March,15,Tuesday,15
32,0.0,1.0,1.0,0.0,WeightTraining,6825516535,0,6,0,0,True,0.0,0.0,,,,,,,126.7,158.0,,0,0,25.0,2022,March,14,Monday,19
33,15.7,1.4,1.7,1364.8,Ride,6819709705,1,14,0,0,False,5.0,15.146,74.9,16.0,116.7,508.0,142.0,588.6,,,823.5,0,2,91.0,2022,March,13,Sunday,10
34,0.0,0.2,0.2,0.0,Workout,6825538791,0,1,0,0,True,0.0,0.0,,,,,,,106.9,125.0,,0,0,2.0,2022,March,12,Saturday,19
35,16.2,1.1,1.1,183.7,Ride,6809497980,4,8,0,0,False,6.863,9.792,76.7,23.0,139.7,457.0,141.0,529.9,160.1,173.0,54.5,1,0,152.0,2022,March,11,Friday,14
36,0.0,0.5,0.5,0.0,WeightTraining,6808511594,0,2,0,0,True,0.0,0.0,,,,,,,121.7,150.0,,0,0,10.0,2022,March,11,Friday,13
37,0.0,0.2,0.2,0.0,Workout,6808512018,0,2,0,0,True,0.0,0.0,,,,,,,107.4,129.0,,0,0,2.0,2022,March,10,Thursday,22
38,0.0,0.9,0.9,0.0,WeightTraining,6800265768,0,6,0,0,True,0.0,0.0,,,,,,,120.9,150.0,,0,0,13.0,2022,March,9,Wednesday,19
39,0.0,0.7,0.7,0.0,Workout,6794470142,0,2,0,0,True,0.0,0.0,,,,,,,152.7,173.0,,0,0,68.0,2022,March,8,Tuesday,16
40,0.0,0.9,0.9,0.0,WeightTraining,6789629750,0,3,0,0,True,0.0,0.0,,,,,,,127.8,156.0,,0,0,25.0,2022,March,7,Monday,18
41,10.9,0.9,0.9,26.2,Ride,6785222440,2,10,0,0,False,5.591,8.794,,,73.3,,,230.6,134.7,152.0,24.6,0,0,40.0,2022,March,6,Sunday,16
42,20.3,1.7,1.9,1463.3,Ride,6779193312,28,13,0,0,False,5.315,16.592,69.0,13.0,122.8,604.0,142.0,756.1,156.3,194.0,1085.3,2,2,220.0,2022,March,5,Saturday,14
43,0.0,0.4,0.4,0.0,Workout,6773690279,0,4,0,0,True,0.0,0.0,,,,,,,155.7,173.0,,0,0,48.0,2022,March,4,Friday,18
44,0.0,0.7,0.7,0.0,WeightTraining,6769267487,0,3,0,0,True,0.0,0.0,,,,,,,128.2,156.0,,0,0,20.0,2022,March,3,Thursday,18
45,0.0,0.3,0.3,0.0,Workout,6763996727,0,2,0,0,True,0.0,0.0,,,,,,,153.5,171.0,,0,0,31.0,2022,March,2,Wednesday,17
46,5.8,0.5,1.2,31.5,Ride,6764663617,0,7,0,0,False,5.576,8.674,,,71.6,,,119.7,132.3,155.0,21.3,0,0,18.0,2022,March,2,Wednesday,17
47,16.0,1.0,1.0,232.9,Ride,6759249263,9,9,0,0,False,7.085,10.242,74.7,16.0,135.6,407.0,143.0,493.2,,,14.4,4,0,65.0,2022,March,1,Tuesday,15
48,0.0,0.7,0.7,0.0,WeightTraining,6753677304,0,5,0,0,True,0.0,0.0,,,,,,,126.6,159.0,,0,0,17.0,2022,February,28,Monday,16
49,17.4,1.2,1.4,141.1,Ride,6749153051,10,22,1,0,False,6.445,9.478,65.7,18.0,121.3,432.0,129.0,527.4,,,-36.7,2,0,48.0,2022,February,27,Sunday,14
50,5.1,0.4,1.0,38.7,Ride,6290766198,2,11,0,0,False,5.688,9.44,,,82.0,,,119.0,134.3,160.0,24.3,0,0,18.0,2021,November,21,Sunday,16
51,10.3,0.7,0.7,65.3,Ride,6285703202,3,12,0,0,False,6.434,10.072,,,95.0,,,244.2,145.9,172.0,33.8,0,0,59.0,2021,November,20,Saturday,16
52,5.9,1.9,5.3,67.6,Walk,6107525785,0,16,0,0,False,1.406,7.8,,,,,,,88.8,110.0,445.9,0,0,14.0,2021,October,13,Wednesday,12
53,7.2,2.7,4.4,81.0,Walk,6102379371,0,16,1,0,False,1.215,5.9,,,,,,,81.9,98.0,439.0,0,0,17.0,2021,October,12,Tuesday,12
54,31.4,1.9,3.3,1610.9,Ride,6087561212,55,24,0,0,False,7.297,17.5,71.7,16.0,135.5,803.0,160.0,937.9,,,534.1,28,0,124.0,2021,October,9,Saturday,7
55,6.1,0.5,1.4,35.8,Ride,6069577378,2,10,0,0,False,5.512,7.6,,,70.3,,,124.2,106.8,131.0,21.7,0,0,5.0,2021,October,5,Tuesday,14
56,12.4,0.7,0.8,118.1,Ride,6065107117,12,16,0,0,False,7.664,10.9,77.5,20.0,157.5,547.0,166.0,411.2,,,70.2,7,2,29.0,2021,October,4,Monday,18
57,21.7,1.5,1.7,1315.0,Ride,6059698536,19,21,0,0,False,6.531,15.8,71.7,27.0,153.1,848.0,173.0,820.3,,,1085.6,7,0,141.0,2021,October,3,Sunday,11
58,56.3,4.7,6.6,5082.3,Ride,6049709185,65,24,1,0,False,5.381,16.2,60.7,29.0,115.3,532.0,144.0,1940.4,,,1663.4,14,0,537.0,2021,October,1,Friday,11
59,21.2,1.9,2.2,2005.2,Ride,6045392666,21,20,0,0,False,4.903,17.0,,,118.0,,,820.4,,,816.6,3,3,57.0,2021,September,30,Thursday,15
60,36.0,2.3,2.5,925.2,Ride,6025286260,18,30,0,0,False,7.106,13.8,73.1,18.0,153.0,847.0,165.0,1248.9,148.3,183.0,402.2,11,0,207.0,2021,September,26,Sunday,13
61,3.1,0.5,0.7,0.0,Ride,6019815349,0,11,0,0,False,2.574,10.2,,,31.3,,,60.1,82.2,111.0,11.8,0,0,3.0,2021,September,25,Saturday,18
62,14.7,1.2,2.5,72.8,Ride,5993588632,7,15,0,0,False,5.32,9.2,,,71.2,,,317.2,109.6,142.0,31.2,1,0,18.0,2021,September,20,Monday,16
63,6.1,0.5,0.5,50.5,Ride,5988482656,4,20,2,0,False,5.963,9.8,,,87.8,,,144.8,116.0,140.0,34.1,0,0,7.0,2021,September,19,Sunday,16
64,43.9,2.9,3.1,1906.2,Ride,5982317140,22,33,0,0,False,6.842,14.3,76.9,16.0,154.9,840.0,175.0,1598.6,147.5,182.0,1032.8,10,2,256.0,2021,September,18,Saturday,12
65,2.5,0.2,0.2,242.8,Ride,5972874627,1,10,0,0,False,4.937,9.2,67.5,11.0,120.3,544.0,169.0,99.2,,,315.0,0,0,3.0,2021,September,16,Thursday,21
66,11.3,1.1,1.7,1326.1,Ride,5972703728,9,21,1,0,False,4.42,15.1,66.5,10.0,125.5,640.0,156.0,518.4,,,807.4,3,0,74.0,2021,September,16,Thursday,17
67,42.3,2.9,3.3,2447.5,Ride,5950859971,12,31,0,0,False,6.474,14.5,71.1,23.0,143.6,678.0,167.0,1511.0,,,1581.4,8,9,336.0,2021,September,12,Sunday,10
68,1.5,0.8,1.5,338.6,Hike,5945746853,0,21,0,0,False,0.782,1.9,,,,,,,97.6,137.0,1738.8,0,6,7.0,2021,September,11,Saturday,16
69,2.4,0.2,0.2,219.8,Ride,5935461713,0,8,0,0,False,4.879,8.8,66.7,16.0,117.8,682.0,162.0,92.6,,,308.4,0,0,,2021,September,9,Thursday,21
70,13.7,1.3,1.7,1302.2,Ride,5935461354,16,16,0,0,False,4.552,15.7,66.2,12.0,120.2,835.0,154.0,582.2,,,326.8,6,0,53.0,2021,September,9,Thursday,18
71,3.2,0.3,0.3,36.1,Ride,5906706853,0,8,0,0,False,4.903,9.4,,14.0,0.0,62.0,1.0,0.0,,,196.9,0,0,,2021,September,4,Saturday,15
72,24.9,2.5,4.1,2496.7,Ride,5906721970,44,23,1,0,False,4.538,14.3,62.0,19.0,114.6,795.0,153.0,1013.5,,,1028.2,12,10,159.0,2021,September,4,Saturday,11
73,6.4,0.6,0.7,178.8,Ride,5879092339,10,11,0,0,False,4.492,13.4,,,88.9,,,203.3,119.0,155.0,145.0,1,0,11.0,2021,August,30,Monday,16
74,3.3,0.5,0.9,48.2,Ride,5878879457,1,8,0,0,False,2.794,9.3,,,67.6,,,127.7,110.4,134.0,50.9,1,0,6.0,2021,August,30,Monday,15
75,107.9,7.5,10.8,7287.4,Ride,5874849951,147,29,2,0,False,6.472,17.0,64.8,19.0,129.0,602.0,152.0,3459.8,,,1290.7,57,4,1154.0,2021,August,29,Sunday,9
76,2.5,0.2,0.2,66.6,Ride,5871301518,1,7,0,0,False,5.125,8.9,,,83.7,,,65.1,121.6,146.0,87.6,1,0,4.0,2021,August,29,Sunday,6
77,26.7,1.8,2.1,685.7,Ride,5868710873,108,23,1,0,False,6.454,12.1,66.8,20.0,139.3,1036.0,158.0,925.5,,,789.4,79,1,55.0,2021,August,28,Saturday,14
78,26.7,1.8,1.9,1781.5,Ride,5836598444,35,25,1,0,False,6.659,17.4,72.6,17.0,158.4,652.0,179.0,1020.9,143.2,175.0,1124.0,24,0,133.0,2021,August,22,Sunday,10
79,50.1,3.3,4.2,1866.8,Ride,5830885087,45,26,0,0,False,6.715,17.9,64.7,17.0,124.9,588.0,152.0,1498.2,129.4,177.0,872.7,16,1,126.0,2021,August,21,Saturday,8
80,4.4,0.6,1.4,21.0,Ride,5826307326,3,12,0,0,False,3.255,6.8,,,37.1,,,80.2,82.8,112.0,20.7,0,2,3.0,2021,August,20,Friday,18
81,20.9,1.6,2.2,1843.8,Ride,5821568729,37,24,0,0,False,5.741,15.8,66.0,12.0,143.0,598.0,165.0,836.9,,,780.8,19,11,154.0,2021,August,19,Thursday,17
82,17.4,1.4,1.9,160.8,Ride,5815999811,6,15,0,0,False,5.624,11.8,56.2,16.0,90.8,626.0,140.0,452.3,,,59.7,0,0,41.0,2021,August,18,Wednesday,17
83,32.9,2.3,2.6,2602.7,Ride,5799401762,19,27,1,0,False,6.325,17.4,72.1,27.0,141.6,691.0,166.0,1184.4,116.7,131.0,1452.1,9,3,267.0,2021,August,15,Sunday,12
84,23.2,1.4,1.5,262.5,Ride,5793633920,12,16,0,0,False,7.353,14.2,72.9,24.0,151.8,664.0,169.0,771.5,144.1,173.0,65.0,12,3,108.0,2021,August,14,Saturday,14
85,9.0,0.6,1.4,53.5,Ride,5788325936,3,12,4,0,False,6.278,9.6,,,98.7,,,227.9,119.8,148.0,31.2,3,0,13.0,2021,August,13,Friday,15
86,23.5,1.9,2.5,1735.6,Ride,5784047805,33,18,0,0,False,5.559,14.8,67.8,16.0,127.5,545.0,165.0,868.6,,,688.3,8,3,123.0,2021,August,12,Thursday,17
87,43.6,2.9,3.2,2433.1,Ride,5761142226,1,22,0,0,False,6.636,19.1,70.0,24.0,140.4,617.0,157.0,1483.8,,,1093.8,1,2,337.0,2021,August,8,Sunday,11
88,6.0,0.5,0.6,31.5,Ride,5756234720,0,16,0,0,False,5.378,9.7,,,71.1,,,127.3,116.2,143.0,30.8,0,1,7.0,2021,August,7,Saturday,19
89,20.4,1.5,1.8,1857.0,Ride,5750771905,77,18,0,0,False,5.994,17.6,64.9,20.0,139.2,476.0,174.0,760.9,,,874.0,25,1,98.0,2021,August,6,Friday,15
90,40.2,2.9,3.1,2959.3,Ride,5644022880,90,23,0,0,False,6.148,15.1,68.4,21.0,146.0,568.0,172.0,1535.8,146.3,176.0,825.5,25,3,246.0,2021,July,17,Saturday,12
91,23.1,1.8,2.3,2201.4,Ride,5638863571,114,22,0,0,False,5.853,16.5,65.5,13.0,155.8,527.0,175.0,991.0,137.5,171.0,832.0,37,1,167.0,2021,July,16,Friday,14
92,1.2,0.2,0.2,229.7,Ride,5634774746,3,5,0,0,False,3.583,7.8,67.2,14.0,146.7,582.0,161.0,82.3,146.7,170.0,297.9,1,0,13.0,2021,July,15,Thursday,21
93,27.7,2.3,3.2,2562.3,Ride,5634774771,37,21,0,0,False,5.331,18.1,69.9,12.0,137.6,815.0,163.0,1150.3,146.5,181.0,949.1,8,7,204.0,2021,July,15,Thursday,17
94,40.5,3.4,4.4,3616.5,Ride,5612615386,68,22,0,0,False,5.299,16.1,67.1,14.0,135.7,735.0,159.0,1668.2,141.0,179.0,1503.3,20,10,238.0,2021,July,11,Sunday,7
95,1.4,0.5,0.5,275.9,Walk,5607577050,0,13,0,0,False,1.244,3.1,,,,,,,107.2,149.0,299.2,0,0,6.0,2021,July,10,Saturday,16
96,24.1,1.9,2.6,2227.7,Ride,5602123641,44,22,1,0,False,5.761,17.8,61.2,21.0,138.1,759.0,163.0,929.4,148.0,178.0,865.5,27,4,175.0,2021,July,9,Friday,14
97,1.2,0.1,0.2,150.9,Ride,5597967369,3,6,0,0,False,3.691,7.4,67.2,16.0,135.5,358.0,145.0,68.2,145.6,174.0,312.3,1,0,11.0,2021,July,8,Thursday,21
98,20.8,1.5,2.3,2014.8,Ride,5597967578,44,17,0,0,False,6.031,18.5,71.6,15.0,125.3,696.0,158.0,694.0,147.5,185.0,1093.2,15,7,139.0,2021,July,8,Thursday,17
99,20.2,2.0,2.3,1538.7,Ride,5587445458,30,17,0,0,False,4.629,14.0,58.8,13.0,128.7,953.0,158.0,905.5,134.9,135.0,295.9,12,1,185.0,2021,July,6,Tuesday,17
100,28.8,2.8,3.8,3238.5,Ride,5580655040,26,23,2,0,False,4.626,16.0,63.6,16.0,133.4,655.0,158.0,1334.0,151.7,183.0,899.9,8,3,298.0,2021,July,5,Monday,8
101,1.5,0.2,0.2,276.2,Ride,5525159920,2,8,1,0,False,3.435,9.8,,,122.4,,,85.0,132.0,170.0,299.2,1,0,10.0,2021,June,24,Thursday,21
102,5.3,0.5,0.5,210.0,Ride,5524998429,11,18,0,0,False,4.698,14.3,,,78.9,,,142.1,121.5,157.0,340.6,3,0,12.0,2021,June,24,Thursday,19
103,66.5,5.8,8.4,6976.1,Ride,5459759956,90,35,2,0,False,5.106,15.9,71.9,25.0,97.6,858.0,146.0,2047.4,146.2,178.0,2234.6,36,19,501.0,2021,June,12,Saturday,8
104,33.1,2.4,2.8,2303.1,Ride,5449756232,72,26,0,0,False,6.102,15.2,72.7,15.0,129.0,576.0,161.0,1125.6,146.4,184.0,473.8,34,1,215.0,2021,June,10,Thursday,17
105,23.7,1.8,2.0,1815.0,Ride,5419976137,95,29,0,0,False,5.908,15.7,65.1,20.0,135.0,837.0,171.0,871.4,138.3,181.0,815.3,43,1,109.0,2021,June,5,Saturday,12
106,23.8,1.7,2.7,1624.0,Ride,5412542657,21,19,1,0,False,6.145,11.7,64.9,9.0,135.3,608.0,162.0,843.1,,,849.7,17,0,112.0,2021,June,4,Friday,5
107,1.3,0.2,0.2,275.6,Ride,5410081758,0,9,1,0,False,3.384,7.2,60.6,15.0,158.1,377.0,186.0,96.7,,,322.8,0,0,,2021,June,3,Thursday,21
108,24.2,1.9,2.3,1857.0,Ride,5410063890,32,18,0,0,False,5.755,17.8,70.8,14.0,141.4,716.0,173.0,955.6,132.2,177.0,658.8,15,1,178.0,2021,June,3,Thursday,17
109,15.6,1.1,1.2,1087.9,Ride,5385897824,80,18,2,0,False,6.333,15.6,67.9,21.0,146.3,692.0,175.0,580.9,,,371.1,33,0,104.0,2021,May,30,Sunday,12
110,43.3,3.5,4.7,3894.7,Ride,5379455947,75,34,1,0,False,5.606,17.1,69.8,19.0,134.0,931.0,154.0,1666.2,124.6,153.0,1782.2,26,10,386.0,2021,May,29,Saturday,8
111,17.2,1.6,2.1,1597.8,Ride,5369987209,8,21,0,0,False,4.834,15.0,66.2,11.0,124.6,731.0,157.0,711.8,151.0,186.0,367.5,1,2,165.0,2021,May,27,Thursday,17
112,46.0,3.8,4.2,3952.8,Ride,5341431982,24,25,3,0,False,5.397,15.9,72.6,20.0,133.1,961.0,153.0,1825.6,151.0,177.0,2490.2,7,20,401.0,2021,May,22,Saturday,11
113,21.0,1.6,2.3,1535.4,Ride,5332065670,39,11,0,0,False,5.811,15.2,67.9,15.0,124.7,611.0,171.0,724.3,,,648.3,16,0,104.0,2021,May,20,Thursday,17
114,8.6,0.8,0.9,570.9,Ride,5315178969,13,12,0,0,False,4.985,10.0,61.9,10.0,130.4,465.0,163.0,362.5,,,324.8,2,0,30.0,2021,May,17,Monday,17
115,0.9,0.2,0.7,85.0,Walk,5310466597,0,0,0,0,False,1.8,14.9,,,,,,,108.5,140.0,293.6,0,0,2.0,2021,May,16,Sunday,19
116,24.3,1.7,2.0,1929.1,Ride,5303884401,103,18,1,0,False,6.37,14.5,67.0,11.0,160.4,728.0,185.0,983.8,143.2,145.0,871.4,78,2,142.0,2021,May,15,Saturday,15
117,23.8,1.9,3.0,2007.9,Ride,5293412013,25,18,2,0,False,5.663,19.1,67.0,7.0,137.9,655.0,167.0,932.7,,,539.4,16,10,173.0,2021,May,13,Thursday,17
